station,horizon,persistence,actual_onset,predicted_onset,onset_error_hours,peak_error_hours,duration_error_hours,recovery_error_hours
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-01-07 12:00:00,2023-01-07 12:00:00,0.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-01-12 12:00:00,2023-01-12 12:00:00,,8.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-01-16 20:00:00,2023-01-16 21:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-01-25 17:00:00,2023-01-26 06:00:00,13.0,1.0,13.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-02-06 21:00:00,2023-02-06 22:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-02-22 02:00:00,2023-02-22 02:00:00,,9.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-04-11 03:00:00,2023-04-11 05:00:00,2.0,1.0,3.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-04-27 03:00:00,2023-04-27 04:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-05-06 02:00:00,2023-05-06 03:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-10-25 01:00:00,2023-10-25 01:00:00,,0.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-11-06 01:00:00,2023-11-06 01:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-11-13 19:00:00,2023-11-14 18:00:00,,35.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-11-20 20:00:00,2023-11-21 17:00:00,,6.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-11-29 00:00:00,2023-11-29 16:00:00,16.0,19.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-05 21:00:00,2023-12-05 20:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-06 21:00:00,2023-12-06 22:00:00,1.0,0.0,4.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-08 20:00:00,2023-12-08 20:00:00,0.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-19 00:00:00,2023-12-19 00:00:00,,0.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-19 20:00:00,2023-12-20 04:00:00,8.0,13.0,8.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-20 18:00:00,2023-12-20 19:00:00,1.0,25.0,45.0,46.0
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-23 19:00:00,2023-12-26 17:00:00,70.0,72.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,1,6,2023-12-31 15:00:00,2023-12-31 15:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-02 19:00:00,2023-01-02 19:00:00,0.0,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-05 23:00:00,2023-01-05 23:00:00,,9.0,,8.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-07 12:00:00,2023-01-07 19:00:00,7.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-08 10:00:00,2023-01-08 10:00:00,,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-12 17:00:00,2023-01-12 19:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-13 05:00:00,2023-01-13 05:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-16 20:00:00,2023-01-16 21:00:00,1.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-01-25 17:00:00,2023-01-26 22:00:00,29.0,10.0,28.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-02-06 21:00:00,2023-02-07 07:00:00,10.0,1.0,12.0,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-02-22 07:00:00,2023-02-22 07:00:00,,3.0,,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-02-22 23:00:00,2023-02-22 21:00:00,2.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-04-12 03:00:00,2023-04-12 04:00:00,1.0,1.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-10-25 06:00:00,2023-10-25 06:00:00,,4.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-06 06:00:00,2023-11-06 06:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-07 19:00:00,2023-11-07 19:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-14 00:00:00,2023-11-15 19:00:00,,70.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-17 20:00:00,2023-11-17 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-21 01:00:00,2023-11-22 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-24 21:00:00,2023-11-24 21:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-11-29 00:00:00,2023-11-30 19:00:00,43.0,35.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-05 22:00:00,2023-12-05 22:00:00,,9.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-06 21:00:00,2023-12-06 20:00:00,1.0,12.0,2.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,2.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-19 05:00:00,2023-12-19 05:00:00,,0.0,,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-19 20:00:00,2023-12-19 21:00:00,1.0,5.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-20 18:00:00,2023-12-21 20:00:00,26.0,24.0,20.0,46.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-23 19:00:00,2023-12-25 19:00:00,48.0,44.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-28 14:00:00,2023-12-28 14:00:00,,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,2,2023-12-31 20:00:00,2023-12-31 20:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-02 19:00:00,2023-01-02 19:00:00,0.0,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-05 23:00:00,2023-01-05 23:00:00,,9.0,,8.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-07 12:00:00,2023-01-07 19:00:00,7.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-08 10:00:00,2023-01-08 10:00:00,,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-12 17:00:00,2023-01-12 19:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-16 20:00:00,2023-01-16 21:00:00,1.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-01-25 17:00:00,2023-01-26 22:00:00,29.0,10.0,28.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-02-06 21:00:00,2023-02-07 07:00:00,10.0,1.0,12.0,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-02-22 07:00:00,2023-02-22 07:00:00,,3.0,,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-02-22 23:00:00,2023-02-22 21:00:00,2.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-04-12 03:00:00,2023-04-12 04:00:00,1.0,1.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-10-25 06:00:00,2023-10-25 06:00:00,,4.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-11-06 06:00:00,2023-11-06 06:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-11-14 00:00:00,2023-11-15 19:00:00,,70.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-11-17 20:00:00,2023-11-17 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-11-21 01:00:00,2023-11-22 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-11-29 00:00:00,2023-11-30 19:00:00,43.0,35.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-05 22:00:00,2023-12-05 22:00:00,,9.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-06 21:00:00,2023-12-06 20:00:00,1.0,12.0,2.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,2.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-19 05:00:00,2023-12-19 05:00:00,,0.0,,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-19 20:00:00,2023-12-19 21:00:00,1.0,5.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-20 18:00:00,2023-12-21 20:00:00,26.0,24.0,20.0,46.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-23 19:00:00,2023-12-25 19:00:00,48.0,44.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,3,2023-12-31 20:00:00,2023-12-31 20:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-01-05 23:00:00,2023-01-05 23:00:00,,9.0,,8.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-01-07 12:00:00,2023-01-07 19:00:00,7.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-01-12 17:00:00,2023-01-12 19:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-01-16 20:00:00,2023-01-16 21:00:00,1.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-02-22 07:00:00,2023-02-22 07:00:00,,3.0,,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-10-25 06:00:00,2023-10-25 06:00:00,,4.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-11-06 06:00:00,2023-11-06 06:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-11-14 00:00:00,2023-11-15 19:00:00,,70.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-11-21 01:00:00,2023-11-22 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-11-29 00:00:00,2023-11-30 19:00:00,43.0,35.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-05 22:00:00,2023-12-05 22:00:00,,9.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-06 21:00:00,2023-12-06 20:00:00,1.0,12.0,2.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,2.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-19 05:00:00,2023-12-19 05:00:00,,0.0,,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-19 20:00:00,2023-12-19 21:00:00,1.0,5.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-20 18:00:00,2023-12-21 20:00:00,26.0,24.0,20.0,46.0
Dr. Karni Singh Shooting Range Delhi DPCC,6,6,2023-12-23 19:00:00,2023-12-25 19:00:00,48.0,44.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-02 19:00:00,2023-01-02 20:00:00,1.0,6.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-06 05:00:00,2023-01-06 05:00:00,,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-08 10:00:00,2023-01-08 10:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-12 23:00:00,2023-01-12 23:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-13 05:00:00,2023-01-13 06:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-16 20:00:00,2023-01-16 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-01-28 19:00:00,2023-01-28 21:00:00,2.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-02-04 21:00:00,2023-02-04 22:00:00,1.0,1.0,3.0,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-02-05 22:00:00,2023-02-05 22:00:00,0.0,0.0,1.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-02-22 23:00:00,2023-02-22 21:00:00,2.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-04-12 07:00:00,2023-04-12 07:00:00,0.0,2.0,3.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-10-26 07:00:00,2023-10-26 07:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-10-29 20:00:00,2023-10-29 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-06 12:00:00,2023-11-06 12:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-07 19:00:00,2023-11-07 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-14 06:00:00,2023-11-14 19:00:00,,5.0,,47.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-17 20:00:00,2023-11-17 19:00:00,,3.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-21 07:00:00,2023-11-22 19:00:00,,9.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-24 21:00:00,2023-11-24 21:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-25 04:00:00,2023-11-25 04:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-11-29 00:00:00,2023-12-01 19:00:00,,36.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-02 20:00:00,2023-12-02 19:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-06 04:00:00,2023-12-06 04:00:00,,5.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-06 21:00:00,2023-12-06 21:00:00,0.0,11.0,4.0,4.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,1.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-19 20:00:00,2023-12-19 20:00:00,0.0,2.0,1.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-20 18:00:00,2023-12-21 19:00:00,25.0,25.0,22.0,47.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-23 19:00:00,2023-12-26 17:00:00,70.0,67.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,2,2023-12-28 14:00:00,2023-12-28 14:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-02 19:00:00,2023-01-02 20:00:00,1.0,6.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-06 05:00:00,2023-01-06 05:00:00,,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-08 10:00:00,2023-01-08 10:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-13 05:00:00,2023-01-13 06:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-01-16 20:00:00,2023-01-16 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-02-22 23:00:00,2023-02-22 21:00:00,2.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-10-26 07:00:00,2023-10-26 07:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-06 12:00:00,2023-11-06 12:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-07 19:00:00,2023-11-07 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-14 06:00:00,2023-11-14 19:00:00,,5.0,,47.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-17 20:00:00,2023-11-17 19:00:00,,3.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-21 07:00:00,2023-11-22 19:00:00,,9.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-25 04:00:00,2023-11-25 04:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-11-29 00:00:00,2023-12-01 19:00:00,,36.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-02 20:00:00,2023-12-02 19:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-06 04:00:00,2023-12-06 04:00:00,,5.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-06 21:00:00,2023-12-06 21:00:00,0.0,11.0,4.0,4.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,1.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-19 20:00:00,2023-12-19 20:00:00,0.0,2.0,1.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-20 18:00:00,2023-12-21 19:00:00,25.0,25.0,22.0,47.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-23 19:00:00,2023-12-26 17:00:00,70.0,67.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,3,2023-12-28 14:00:00,2023-12-28 14:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,4.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-02 19:00:00,2023-01-02 20:00:00,1.0,6.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-06 05:00:00,2023-01-06 05:00:00,,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-08 10:00:00,2023-01-08 10:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-13 05:00:00,2023-01-13 06:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-01-16 20:00:00,2023-01-16 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-06 12:00:00,2023-11-06 12:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-07 19:00:00,2023-11-07 19:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-14 06:00:00,2023-11-15 20:00:00,,24.0,,22.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-17 20:00:00,2023-11-17 19:00:00,,3.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-21 07:00:00,2023-11-22 19:00:00,,9.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-11-29 00:00:00,2023-12-01 19:00:00,,36.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-02 20:00:00,2023-12-02 19:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-06 04:00:00,2023-12-06 04:00:00,,5.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-06 21:00:00,2023-12-06 21:00:00,0.0,11.0,4.0,4.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,1.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-08 20:00:00,2023-12-08 21:00:00,1.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-19 20:00:00,2023-12-19 20:00:00,0.0,2.0,1.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-20 18:00:00,2023-12-21 19:00:00,25.0,25.0,22.0,47.0
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-23 19:00:00,2023-12-26 17:00:00,70.0,67.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,12,6,2023-12-28 14:00:00,2023-12-28 14:00:00,,5.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-02 00:00:00,2023-01-02 00:00:00,,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-02 19:00:00,2023-01-02 20:00:00,1.0,15.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-07 12:00:00,2023-01-06 17:00:00,,25.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-08 10:00:00,2023-01-08 10:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-13 11:00:00,2023-01-13 20:00:00,,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-17 05:00:00,2023-01-17 05:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-17 21:00:00,2023-01-17 20:00:00,1.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-18 02:00:00,2023-01-18 02:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-01-28 19:00:00,2023-01-28 21:00:00,2.0,9.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-02 22:00:00,2023-02-02 21:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-03 21:00:00,2023-02-03 22:00:00,1.0,1.0,1.0,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-04 21:00:00,2023-02-04 22:00:00,1.0,2.0,0.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-05 22:00:00,2023-02-05 22:00:00,0.0,1.0,3.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-16 09:00:00,2023-02-16 10:00:00,1.0,12.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-02-23 01:00:00,2023-02-23 01:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-04-12 07:00:00,2023-04-12 06:00:00,1.0,2.0,3.0,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-04-13 06:00:00,2023-04-13 08:00:00,2.0,1.0,3.0,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-10-26 07:00:00,2023-10-26 07:00:00,,0.0,,1.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-10-30 07:00:00,2023-10-30 07:00:00,,2.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-07 00:00:00,2023-11-07 00:00:00,,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-07 19:00:00,2023-11-07 19:00:00,,8.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-14 18:00:00,2023-11-15 20:00:00,,53.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-17 20:00:00,2023-11-17 19:00:00,,8.0,,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-21 19:00:00,2023-11-22 17:00:00,,10.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-24 21:00:00,2023-11-24 21:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-25 04:00:00,2023-11-25 04:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-25 12:00:00,2023-11-25 12:00:00,,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-11-29 12:00:00,2023-12-01 21:00:00,,47.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-02 20:00:00,2023-12-02 21:00:00,1.0,13.0,11.0,10.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-06 21:00:00,2023-12-06 21:00:00,0.0,11.0,3.0,3.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-07 20:00:00,2023-12-07 21:00:00,1.0,11.0,1.0,2.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-08 20:00:00,2023-12-08 20:00:00,0.0,0.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,1.0,,
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-19 23:00:00,2023-12-19 23:00:00,,1.0,,0.0
Dr. Karni Singh Shooting Range Delhi DPCC,24,2,2023-12-20 18:00:00,2023-12-21 18:00:00,24.0,1.0,50.0,26.0
